Actual_MW,Predicted_MW,Forecast_Error_MW,Anomaly
28995.0,28961.215,33.785156,0
30477.0,30568.676,91.67578,0
31227.0,31421.242,194.24219,0
31573.0,31554.773,18.226562,0
31531.0,31572.934,41.933594,0
31500.0,31379.094,120.90625,0
31580.0,31460.557,119.44336,0
31742.0,31644.098,97.90234,0
31871.0,31626.645,244.35547,0
31358.0,31214.33,143.66992,0
30548.0,30357.803,190.19727,0
30367.0,30567.746,200.7461,0
30727.0,30487.775,239.22461,0
28948.0,28797.3,150.69922,0
26751.0,26518.469,232.53125,0
24498.0,24453.242,44.757812,0
23036.0,22849.828,186.17188,0
22005.0,21882.852,122.14844,0
21308.0,21206.812,101.1875,0
21066.0,20808.258,257.7422,0
20792.0,20835.23,43.23047,0
20931.0,20787.07,143.92969,0
22445.0,21946.03,498.9707,0
24864.0,24998.621,134.6211,0
27002.0,27105.36,103.359375,0
28690.0,28703.182,13.181641,0
30100.0,29933.203,166.79688,0
31066.0,30933.275,132.72461,0
31611.0,31559.549,51.45117,0
32081.0,31925.914,155.08594,0
32732.0,32448.781,283.21875,0
33395.0,33223.227,171.77344,0
33743.0,33614.6,128.39844,0
33393.0,33185.598,207.40234,0
32711.0,32435.787,275.2129,0
32789.0,32719.795,69.20508,0
33342.0,32975.605,366.39453,0
31504.0,31436.719,67.28125,0
28724.0,28996.34,272.33984,0
26394.0,26297.988,96.01172,0
24940.0,24923.596,16.404297,0
24095.0,24050.783,44.216797,0
23600.0,23592.729,7.2714844,0
23804.0,23644.984,159.01562,0
24996.0,24893.455,102.54492,0
27109.0,27040.338,68.66211,0
30638.0,30066.012,571.9883,0
33634.0,33786.617,152.61719,0
35965.0,35777.87,187.1289,0
38073.0,37998.42,74.578125,0
39563.0,39678.133,115.13281,0
40660.0,40728.504,68.50391,0
41719.0,41688.69,30.308594,0
42369.0,42515.867,146.86719,0
42689.0,42808.363,119.36328,0
42773.0,42775.023,2.0234375,0
42423.0,42352.734,70.265625,0
41486.0,41299.14,186.85938,0
40210.0,40200.113,9.886719,0
39790.0,39745.586,44.414062,0
39480.0,39683.29,203.28906,0
36432.0,36821.71,389.71094,0
32989.0,32949.363,39.63672,0
30270.0,29821.625,448.375,0
28489.0,28377.69,111.31055,0
27302.0,27286.61,15.390625,0
26594.0,26475.213,118.78711,0
26656.0,26442.467,213.5332,0
28002.0,27724.904,277.0957,0
30259.0,30281.889,22.888672,0
33475.0,33228.777,246.22266,0
36170.0,36271.906,101.90625,0
38365.0,38252.812,112.1875,0
40548.0,40382.93,165.07031,0
42652.0,42164.63,487.3711,0
43931.0,44100.008,169.00781,0
45032.0,45003.68,28.320312,0
45986.0,45749.34,236.66016,0
46552.0,46432.78,119.21875,0
46845.0,46684.277,160.72266,0
46442.0,46590.33,148.32812,0
45230.0,45310.383,80.38281,0
43566.0,43595.83,29.828125,0
42983.0,42890.61,92.390625,0
41884.0,42865.305,981.3047,1
38308.0,38998.824,690.8242,0
34642.0,34493.016,148.98438,0
31607.0,31314.31,292.68945,0
29735.0,29557.902,177.09766,0
28289.0,28421.844,132.84375,0
27532.0,27296.152,235.84766,0
27496.0,27290.049,205.95117,0
28774.0,28522.373,251.62695,0
31071.0,31042.258,28.742188,0
33813.0,34083.582,270.58203,0
35922.0,36292.258,370.2578,0
36820.0,37645.426,825.4258,0
38049.0,38073.383,24.382812,0
38872.0,38918.74,46.73828,0
39291.0,39577.773,286.77344,0
39808.0,39837.453,29.453125,0
40256.0,40214.42,41.578125,0
40497.0,40471.06,25.941406,0
40619.0,40431.586,187.41406,0
40387.0,40094.375,292.625,0
39316.0,39249.137,66.86328,0
37892.0,38002.58,110.578125,0
37566.0,37417.473,148.52734,0
37290.0,37499.203,209.20312,0
34659.0,34582.33,76.671875,0
31462.0,31443.613,18.386719,0
28801.0,28584.084,216.91602,0
27073.0,27065.463,7.5371094,0
26061.0,25948.113,112.88672,0
25447.0,25322.426,124.57422,0
25560.0,25315.756,244.24414,0
26923.0,26733.732,189.26758,0
29167.0,29244.795,77.79492,0
32011.0,31997.215,13.785156,0
34023.0,34437.35,414.35156,0
35188.0,35633.43,445.4297,0
36551.0,36446.844,104.15625,0
37441.0,37442.867,1.8671875,0
38102.0,38134.234,32.234375,0
38813.0,38737.848,75.15234,0
39288.0,39314.887,26.886719,0
39789.0,39534.273,254.72656,0
39960.0,39868.41,91.58984,0
39690.0,39449.176,240.82422,0
38421.0,38486.47,65.46875,0
36738.0,36919.74,181.73828,0
36209.0,36158.906,50.09375,0
35986.0,36170.508,184.50781,0
33280.0,33292.26,12.261719,0
30351.0,30141.443,209.55664,0
27461.0,27561.154,100.1543,0
25807.0,25685.457,121.54297,0
24642.0,24683.285,41.285156,0
24072.0,23854.824,217.17578,0
24075.0,23921.4,153.59961,0
25286.0,25146.92,139.08008,0
27259.0,27455.152,196.15234,0
30418.0,29923.236,494.76367,0
32686.0,33123.695,437.6953,0
34478.0,34396.52,81.48047,0
36329.0,36000.027,328.97266,0
37210.0,37588.25,378.25,0
37759.0,37951.64,192.64062,0
38185.0,38299.88,114.87891,0
38682.0,38508.074,173.92578,0
38863.0,38922.734,59.734375,0
39037.0,38775.863,261.13672,0
38702.0,38525.62,176.3789,0
37500.0,37420.01,79.98828,0
35872.0,36012.684,140.6836,0
34697.0,35177.48,480.48047,0
34348.0,34538.016,190.01562,0
31922.0,31820.441,101.55859,0
28879.0,28925.092,46.091797,0
26404.0,26016.436,387.56445,0
24422.0,24499.518,77.51758,0
23405.0,23084.023,320.97656,0
22635.0,22564.008,70.99219,0
22323.0,22171.607,151.39258,0
22404.0,22211.758,192.24219,0
22674.0,22762.602,88.60156,0
24646.0,24163.867,482.1328,0
27408.0,27595.365,187.36523,0
29966.0,29797.113,168.88672,0
31825.0,31886.729,61.728516,0
33224.0,33125.875,98.125,0
33961.0,33961.93,0.9296875,0
34445.0,34270.965,174.03516,0
34978.0,34629.04,348.96094,0
35566.0,35262.805,303.1953,0
36011.0,35883.27,127.73047,0
36088.0,35939.46,148.53906,0
35466.0,35222.305,243.69531,0
34232.0,34247.63,15.628906,0
33645.0,33890.87,245.8711,0
33589.0,33748.734,159.73438,0
31510.0,31464.64,45.359375,0
28860.0,28868.541,8.541016,0
26328.0,26301.932,26.06836,0
24433.0,24472.938,39.9375,0
23251.0,23112.326,138.67383,0
22566.0,22338.523,227.47656,0
22057.0,21971.496,85.50391,0
22003.0,21666.646,336.35352,0
21908.0,22056.285,148.28516,0
23210.0,22871.275,338.7246,0
25858.0,25763.701,94.29883,0
28274.0,28336.537,62.53711,0
30462.0,30332.44,129.56055,0
32120.0,32126.445,6.4453125,0
33129.0,33191.836,62.835938,0
34190.0,33672.14,517.8594,0
35056.0,34762.004,293.9961,0
35782.0,35650.934,131.0664,0
36434.0,36262.97,171.03125,0
36752.0,36500.812,251.1875,0
36268.0,36078.41,189.58984,0
35294.0,35175.5,118.5,0
34810.0,35076.53,266.53125,0
35273.0,34913.51,359.48828,0
33241.0,33303.73,62.73047,0
30638.0,30575.336,62.664062,0
28206.0,28190.393,15.607422,0
26582.0,26606.797,24.796875,0
25679.0,25556.047,122.953125,0
25308.0,25092.553,215.44727,0
25354.0,25389.334,35.333984,0
26669.0,26340.36,328.64062,0
29020.0,28860.4,159.59961,0
32396.0,32182.371,213.6289,0
35539.0,35404.277,134.72266,0
38242.0,37867.445,374.5547,0
40929.0,40583.605,345.39453,0
43170.0,42861.11,308.89062,0
44712.0,44719.57,7.5703125,0
46320.0,45861.832,458.16797,0
47067.0,47181.42,114.421875,0
47839.0,47429.703,409.29688,0
48428.0,48097.105,330.89453,0
48332.0,48360.375,28.375,0
47327.0,47387.996,60.996094,0
45700.0,45665.22,34.78125,0
44738.0,44929.094,191.09375,0
44236.0,44579.18,343.1797,0
40789.0,41691.22,902.21875,0
37011.0,36861.07,149.92969,0
33898.0,33479.59,418.41016,0
31936.0,31653.646,282.35352,0
30660.0,30503.73,156.26953,0
29790.0,29668.703,121.296875,0
29754.0,29435.041,318.95898,0
31027.0,30685.594,341.40625,0
33470.0,33279.305,190.69531,0
36828.0,36693.695,134.30469,0
39517.0,39796.22,279.21875,0
41974.0,41593.477,380.52344,0
44690.0,44124.285,565.71484,0
46912.0,46441.195,470.8047,0
48486.0,48115.21,370.78906,0
49564.0,49290.465,273.53516,0
50410.0,49988.164,421.83594,0
51104.0,50669.023,434.97656,0
51550.0,51233.18,316.8203,0
51508.0,51287.297,220.70312,0
50482.0,50453.9,28.101562,0
49002.0,48853.543,148.45703,0
48570.0,48091.688,478.3125,0
47952.0,48256.21,304.21094,0
44315.0,45531.91,1216.9102,1
40438.0,40326.926,111.07422,0
37386.0,36772.016,613.9844,0
35120.0,34948.17,171.82812,0
34081.0,33517.668,563.33203,0
33230.0,33098.703,131.29688,0
33230.0,32751.693,478.30664,0
34212.0,33991.09,220.91016,0
36335.0,36280.67,54.328125,0
39759.0,39389.13,369.8711,0
42732.0,42869.18,137.17969,0
45413.0,44802.52,610.48047,0
47775.0,47343.066,431.9336,0
49761.0,49094.56,666.4414,0
50807.0,50456.383,350.6172,0
51686.0,51148.492,537.5078,0
52132.0,51859.824,272.17578,0
51959.0,52147.727,188.72656,0
52024.0,51729.145,294.85547,0
51477.0,51548.406,71.40625,0
50398.0,50408.516,10.515625,0
48930.0,49030.43,100.42969,0
48362.0,48090.043,271.95703,0
47017.0,47908.242,891.2422,0
43487.0,44462.977,975.97656,0
39599.0,39556.12,42.878906,0
36472.0,35993.492,478.5078,0
34674.0,34087.7,586.3008,0
33251.0,33239.973,11.027344,0
32287.0,32234.5,52.5,0
32192.0,31827.797,364.20312,0
33286.0,33052.402,233.59766,0
35488.0,35530.805,42.804688,0
38241.0,38527.01,286.01172,0
40295.0,40788.547,493.54688,0
41562.0,41850.965,288.96484,0
42376.0,42931.625,555.625,0
42624.0,43214.918,590.91797,0
42584.0,42973.785,389.78516,0
42285.0,42773.168,488.16797,0
41695.0,42183.633,488.6328,0
40597.0,41251.273,654.27344,0
39887.0,39590.254,296.7461,0
39006.0,38685.934,320.0664,0
37808.0,37617.562,190.4375,0
36404.0,36822.69,418.6914,0
36157.0,36047.67,109.328125,0
36129.0,35895.047,233.95312,0
34289.0,33579.9,709.10156,0
32440.0,31426.072,1013.92773,1
30611.0,29982.764,628.2363,0
26213.0,29112.398,2899.3984,1
24980.0,24563.932,416.06836,0
24139.0,24342.49,203.49023,0
24217.0,23965.186,251.81445,0
25080.0,25277.12,197.11914,0
26963.0,27058.766,95.765625,0
29602.0,29707.492,105.49219,0
31805.0,32171.322,366.32227,0
33207.0,33483.88,276.8789,0
34375.0,34565.73,190.73047,0
35029.0,35225.074,196.07422,0
35422.0,35459.484,37.484375,0
35776.0,35779.414,3.4140625,0
36064.0,36019.004,44.996094,0
36149.0,36178.74,29.738281,0
36323.0,36021.53,301.46875,0
35897.0,35886.484,10.515625,0
34552.0,34610.59,58.589844,0
32860.0,33048.363,188.36328,0
32567.0,32261.822,305.17773,0
32347.0,32885.4,538.39844,0
30010.0,29840.156,169.84375,0
27428.0,27093.64,334.35938,0
25145.0,24773.736,371.26367,0
23559.0,23392.965,166.03516,0
22564.0,22347.71,216.28906,0
21894.0,21805.111,88.88867,0
21752.0,21533.59,218.41016,0
21968.0,21764.965,203.03516,0
22517.0,22427.45,89.55078,0
23868.0,24118.977,250.97656,0
26437.0,26352.791,84.208984,0
28654.0,28515.527,138.47266,0
30260.0,30235.322,24.677734,0
31210.0,31281.459,71.458984,0
31452.0,31656.916,204.91602,0
31572.0,31426.637,145.36328,0
31568.0,31479.36,88.640625,0
31513.0,31535.13,22.13086,0
31712.0,31520.742,191.25781,0
31707.0,31616.127,90.87305,0
31106.0,30969.043,136.95703,0
30081.0,30102.848,21.847656,0
30223.0,30072.445,150.55469,0
30345.0,30492.535,147.53516,0
28593.0,28308.95,284.05078,0
26417.0,26172.922,244.07812,0
24553.0,24148.44,404.56055,0
23075.0,22945.383,129.61719,0
22144.0,21913.273,230.72656,0
21612.0,21348.85,263.1504,0
21319.0,21130.816,188.1836,0
21445.0,21073.066,371.9336,0
21429.0,21614.037,185.03711,0
22326.0,22372.0,46.0,0
24110.0,24495.621,385.6211,0
25848.0,25907.332,59.33203,0
27200.0,27232.072,32.072266,0
28011.0,28180.742,169.74219,0
28359.0,28465.19,106.18945,0
28416.0,28429.86,13.859375,0
28239.0,28360.477,121.47656,0
28048.0,28203.492,155.49219,0
28080.0,28099.168,19.167969,0
28263.0,28098.63,164.36914,0
28044.0,27945.959,98.041016,0
27954.0,27528.797,425.20312,0
28830.0,28512.102,317.89844,0
28925.0,28777.768,147.23242,0
27311.0,27019.543,291.45703,0
25419.0,25056.4,362.5996,0
23842.0,23490.057,351.94336,0
22712.0,22720.277,8.277344,0
22237.0,22100.459,136.54102,0
22074.0,22020.88,53.11914,0
22584.0,22337.57,246.42969,0
24029.0,23970.303,58.697266,0
26408.0,26347.072,60.927734,0
29319.0,29282.303,36.697266,0
31694.0,31611.287,82.71289,0
33341.0,33363.453,22.453125,0
34557.0,34802.45,245.44922,0
35385.0,35441.816,56.816406,0
35727.0,36010.977,283.97656,0
36077.0,36196.094,119.09375,0
36273.0,36395.035,122.03516,0
36185.0,36407.14,222.14062,0
36220.0,36105.688,114.3125,0
35856.0,35921.23,65.23047,0
35045.0,34853.297,191.70312,0
33848.0,34245.95,397.94922,0
33908.0,34067.008,159.00781,0
33878.0,33763.875,114.125,0
31239.0,31264.498,25.498047,0
28369.0,28158.973,210.02734,0
25903.0,25757.643,145.35742,0
24342.0,24362.258,20.257812,0
23591.0,23426.398,164.60156,0
23083.0,23112.365,29.365234,0
23362.0,23097.572,264.42773,0
24760.0,24651.717,108.2832,0
26941.0,27131.209,190.20898,0
29812.0,29662.201,149.79883,0
32109.0,32183.213,74.21289,0
33833.0,33803.703,29.296875,0
35239.0,35377.125,138.125,0
36574.0,36274.39,299.60938,0
37275.0,37490.848,215.84766,0
38216.0,38047.008,168.99219,0
38723.0,38917.21,194.21094,0
39211.0,39081.164,129.83594,0
39486.0,39422.406,63.59375,0
39273.0,39199.76,73.23828,0
38116.0,38229.484,113.484375,0
36536.0,36813.01,277.01172,0
36210.0,36219.664,9.6640625,0
35701.0,36221.2,520.1992,0
32842.0,32921.637,79.63672,0
29553.0,29574.26,21.259766,0
26928.0,26641.639,286.36133,0
25303.0,25241.746,61.253906,0
24293.0,24259.123,33.876953,0
23789.0,23640.752,148.24805,0
24002.0,23792.092,209.9082,0
25209.0,25288.826,79.82617,0
27414.0,27517.123,103.12305,0
30366.0,29815.504,550.4961,0
33161.0,33053.473,107.52734,0
35346.0,35217.66,128.33984,0
37121.0,37235.74,114.73828,0
39268.0,38497.746,770.2539,0
40325.0,40587.867,262.8672,0
41589.0,41334.508,254.49219,0
42385.0,42433.152,48.152344,0
42848.0,42826.258,21.742188,0
43358.0,42959.94,398.0586,0
43391.0,43113.855,277.14453,0
42312.0,42373.03,61.03125,0
40609.0,40954.914,345.91406,0
40072.0,40665.03,593.03125,0
39171.0,39284.207,113.20703,0
35878.0,36113.4,235.39844,0
32497.0,32480.754,16.246094,0
29115.0,29481.18,366.1797,0
27367.0,27149.453,217.54688,0
26103.0,26157.562,54.5625,0
25356.0,25260.77,95.23047,0
25492.0,25161.504,330.4961,0
26579.0,26686.084,107.083984,0
28541.0,28823.494,282.49414,0
31570.0,30762.307,807.69336,0
34344.0,34371.832,27.832031,0
36879.0,36449.145,429.85547,0
39060.0,38930.953,129.04688,0
40891.0,40710.586,180.41406,0
42272.0,42068.555,203.44531,0
43522.0,43259.043,262.95703,0
44393.0,44262.4,130.60156,0
45330.0,44805.242,524.7578,0
45820.0,45617.254,202.7461,0
45681.0,45573.08,107.921875,0
44183.0,44482.188,299.1875,0
42105.0,42546.176,441.17578,0
41337.0,41981.43,644.4297,0
40392.0,40519.07,127.07031,0
36954.0,37241.293,287.29297,0
33299.0,33490.12,191.1211,0
30226.0,30177.254,48.746094,0
28566.0,28243.193,322.80664,0
27334.0,27332.615,1.3847656,0
26570.0,26459.613,110.38672,0
26662.0,26336.852,325.14844,0
27899.0,27841.643,57.35742,0
30085.0,30268.725,183.72461,0
32794.0,32407.33,386.66992,0
35304.0,35256.094,47.90625,0
37448.0,37243.418,204.58203,0
39289.0,39250.746,38.253906,0
40983.0,40645.07,337.9297,0
42165.0,42014.88,150.1211,0
43322.0,42989.19,332.8086,0
44137.0,43949.527,187.47266,0
44573.0,44452.242,120.75781,0
44391.0,44520.145,129.14453,0
44061.0,43624.71,436.28906,0
42548.0,42748.766,200.76562,0
40796.0,40983.477,187.47656,0
40462.0,40700.25,238.25,0
39515.0,39479.535,35.464844,0
36721.0,36516.83,204.17188,0
33698.0,33556.625,141.375,0
30952.0,30732.822,219.17773,0
29139.0,28835.39,303.60938,0
27799.0,27660.195,138.80469,0
26898.0,26803.07,94.92969,0
26500.0,26312.867,187.13281,0
26890.0,26325.828,564.1719,0
27358.0,27341.975,16.02539,0
28590.0,28778.324,188.32422,0
31238.0,31245.791,7.7910156,0
33773.0,33886.504,113.50391,0
35789.0,35662.492,126.50781,0
37035.0,37076.812,41.8125,0
38041.0,37622.926,418.07422,0
38804.0,38306.348,497.65234,0
39306.0,39009.92,296.07812,0
39147.0,39417.375,270.375,0
38815.0,38798.53,16.46875,0
38034.0,37973.434,60.566406,0
36966.0,36570.72,395.28125,0
35927.0,35878.824,48.17578,0
35929.0,36074.26,145.26172,0
35506.0,35107.215,398.78516,0
33515.0,33334.496,180.5039,0
31106.0,30913.193,192.80664,0
28706.0,28563.568,142.43164,0
27116.0,26827.857,288.14258,0
25930.0,25787.068,142.93164,0
25103.0,24983.482,119.51758,0
24658.0,24486.191,171.8086,0
24658.0,24361.168,296.83203,0
24613.0,24778.973,165.97266,0
25778.0,25419.438,358.5625,0
28322.0,28221.594,100.40625,0
31009.0,30976.705,32.29492,0
33676.0,33179.17,496.82812,0
35949.0,35567.57,381.4297,0
38173.0,37329.113,843.8867,0
39634.0,39246.895,387.10547,0
40718.0,40344.086,373.91406,0
41496.0,41196.477,299.52344,0
42239.0,41741.32,497.6797,0
42546.0,42176.234,369.76562,0
41781.0,41733.6,47.398438,0
40564.0,40664.277,100.27734,0
40825.0,40592.637,232.36328,0
40486.0,39900.125,585.875,0
37997.0,38141.363,144.36328,0
34760.0,35041.645,281.64453,0
32050.0,32057.582,7.5820312,0
30370.0,30130.404,239.5957,0
29142.0,29201.16,59.160156,0
28533.0,28368.152,164.84766,0
28691.0,28465.115,225.88477,0
29881.0,29767.424,113.57617,0
32056.0,32007.104,48.896484,0
35399.0,34767.805,631.1953,0
38917.0,38684.66,232.33984,0
42116.0,41663.023,452.97656,0
45127.0,44662.43,464.5703,0
47571.0,47089.67,481.32812,0
49200.0,48758.113,441.88672,0
50355.0,49934.336,420.66406,0
51164.0,50799.98,364.01953,0
51490.0,51467.844,22.15625,0
51660.0,51518.535,141.46484,0
51349.0,51126.37,222.6289,0
50378.0,50026.96,351.03906,0
49011.0,49086.555,75.55469,0
48781.0,48617.793,163.20703,0
47438.0,47792.03,354.03125,0
43531.0,44707.47,1176.4688,1
39474.0,39719.703,245.70312,0
36295.0,35875.176,419.82422,0
34462.0,34003.367,458.6328,0
32919.0,33054.684,135.6836,0
31924.0,31885.93,38.070312,0
31720.0,31481.965,238.03516,0
32931.0,32481.615,449.38477,0
34803.0,35121.89,318.89062,0
38172.0,37259.03,912.96875,0
41100.0,41281.242,181.24219,0
44240.0,43496.35,743.64844,0
46948.0,46481.586,466.41406,0
48884.0,48676.973,207.02734,0
50155.0,49776.152,378.84766,0
51407.0,50740.85,666.14844,0
52394.0,51841.25,552.75,0
53076.0,52663.78,412.21875,0
53253.0,53026.535,226.46484,0
52964.0,52619.57,344.4297,0
52019.0,51772.0,247.0,0
50606.0,50732.203,126.203125,0
50382.0,49883.484,498.51562,0
48918.0,49419.293,501.29297,0
45123.0,46365.24,1242.2383,1
41378.0,41469.72,91.71875,0
37867.0,37760.73,106.26953,0
35938.0,35373.555,564.4453,0
34450.0,34458.34,8.339844,0
33379.0,33458.33,79.328125,0
33292.0,32859.62,432.3789,0
34346.0,33986.246,359.7539,0
36465.0,36426.54,38.460938,0
39673.0,39098.977,574.02344,0
42910.0,42646.57,263.4297,0
45912.0,45377.5,534.5,0
48768.0,47964.61,803.3906,0
50772.0,50300.984,471.01562,0
52033.0,51547.992,485.0078,0
52815.0,52484.24,330.76172,0
53427.0,53052.773,374.22656,0
53604.0,53457.297,146.70312,0
53789.0,53311.96,477.03906,0
53356.0,53144.73,211.26953,0
52307.0,52273.098,33.902344,0
51468.0,51071.586,396.41406,0
51036.0,50662.336,373.66406,0
49396.0,49928.117,532.1172,0
45586.0,46951.96,1365.9609,1
41424.0,42110.54,686.53906,0
38326.0,37735.03,590.96875,0
36169.0,35797.074,371.92578,0
34679.0,34658.355,20.644531,0
33636.0,33704.375,68.375,0
33335.0,33159.29,175.71094,0
34362.0,33933.496,428.5039,0
36291.0,36471.234,180.23438,0
39526.0,38841.336,684.66406,0
43024.0,42433.527,590.47266,0
46245.0,45586.465,658.53516,0
49193.0,48325.617,867.3828,0
51544.0,50696.094,847.90625,0
52527.0,52336.062,190.9375,0
53654.0,52869.055,784.9453,0
54030.0,53863.89,166.10938,0
53631.0,53906.562,275.5625,0
53618.0,53199.938,418.0625,0
53455.0,52968.87,486.1289,0
52868.0,52454.004,413.9961,0
51947.0,51682.387,264.61328,0
52344.0,50940.58,1403.4219,1
51163.0,51180.74,17.738281,0
47650.0,48746.5,1096.5,1
44058.0,44423.566,365.5664,0
40662.0,40511.203,150.79688,0
38621.0,37921.39,699.6094,0
36988.0,36920.684,67.31641,0
35966.0,35918.242,47.757812,0
35613.0,35419.18,193.82031,0
36622.0,35988.51,633.4883,0
38472.0,38484.23,12.230469,0
41347.0,41004.047,342.95312,0
44482.0,44057.32,424.6797,0
47163.0,46852.754,310.2461,0
49410.0,48880.406,529.59375,0
51109.0,50568.555,540.4453,0
51907.0,51727.66,179.33984,0
52122.0,52174.402,52.402344,0
50703.0,52193.227,1490.2266,1
48723.0,50326.21,1603.2109,1
47538.0,47860.492,322.4922,0
46509.0,46466.363,42.63672,0
45206.0,45340.875,134.875,0
43753.0,44204.57,451.5703,0
43541.0,43326.906,214.09375,0
42027.0,42397.695,370.6953,0
39761.0,39061.465,699.53516,0
37034.0,36531.71,502.28906,0
34088.0,34043.004,44.996094,0
32229.0,31782.596,446.4043,0
31143.0,30632.66,510.33984,0
30221.0,30146.082,74.91797,0
29777.0,29589.734,187.26562,0
29952.0,29530.584,421.41602,0
30561.0,30315.5,245.5,0
31596.0,32036.82,440.8203,0
33825.0,34065.285,240.28516,0
36054.0,36339.555,285.5547,0
37533.0,37628.375,95.375,0
38286.0,38394.867,108.86719,0
38385.0,38547.953,162.95312,0
37929.0,38142.176,213.17578,0
37320.0,37389.223,69.22266,0
36471.0,36695.863,224.86328,0
35705.0,35637.992,67.00781,0
35167.0,34620.28,546.71875,0
34820.0,33988.51,831.4883,0
34539.0,34165.38,373.6211,0
35091.0,34656.836,434.16406,0
34617.0,34447.91,169.08984,0
32964.0,32601.621,362.3789,0
30961.0,30504.807,456.19336,0
28855.0,28577.861,277.13867,0
27333.0,27097.105,235.89453,0
26362.0,26073.104,288.89648,0
26009.0,25502.127,506.87305,0
25674.0,25534.916,139.08398,0
25782.0,25453.99,328.00977,0
26176.0,25999.16,176.83984,0
27045.0,27205.088,160.08789,0
29009.0,29242.855,233.85547,0
31266.0,31224.246,41.753906,0
32945.0,32984.965,39.964844,0
34109.0,34148.18,39.179688,0
34768.0,34710.105,57.89453,0
35160.0,34921.027,238.97266,0
35207.0,35228.023,21.023438,0
35425.0,35190.848,234.15234,0
35788.0,35430.777,357.22266,0
35972.0,35543.72,428.28125,0
35989.0,35269.5,719.5,0
35896.0,35527.36,368.64062,0
36413.0,36416.09,3.0898438,0
35823.0,35380.812,442.1875,0
33901.0,33773.098,127.90234,0
31519.0,31341.332,177.66797,0
29479.0,29283.36,195.64062,0
28036.0,27998.008,37.992188,0
27292.0,27114.117,177.88281,0
26888.0,26823.375,64.625,0
27136.0,27022.766,113.234375,0
28661.0,28345.404,315.5957,0
31150.0,31097.68,52.320312,0
33960.0,33937.33,22.671875,0
36558.0,36717.83,159.82812,0
38591.0,38745.555,154.55469,0
40371.0,40538.21,167.21094,0
41737.0,41820.914,83.91406,0
42704.0,42755.22,51.21875,0
43480.0,43502.6,22.601562,0
43872.0,44007.523,135.52344,0
44076.0,44072.17,3.828125,0
43938.0,44003.09,65.08984,0
43441.0,43337.18,103.82031,0
42086.0,42239.35,153.35156,0
40802.0,41006.633,204.63281,0
40859.0,41028.48,169.48047,0
39271.0,39892.58,621.5781,0
36085.0,36114.38,29.378906,0
32832.0,32671.492,160.50781,0
30104.0,29901.201,202.79883,0
28374.0,28301.14,72.859375,0
27116.0,27209.662,93.66211,0
26479.0,26326.291,152.70898,0
26634.0,26424.598,209.40234,0
27949.0,27847.234,101.765625,0
30226.0,30331.328,105.328125,0
32655.0,32668.846,13.845703,0
35092.0,35028.09,63.910156,0
37326.0,37114.25,211.75,0
39199.0,39308.203,109.203125,0
41075.0,40688.56,386.4414,0
42122.0,42324.21,202.21094,0
43033.0,43019.13,13.871094,0
43658.0,43645.99,12.011719,0
44083.0,43969.53,113.46875,0
44273.0,44136.965,136.03516,0
43877.0,43868.03,8.96875,0
42955.0,42668.324,286.67578,0
42548.0,41904.54,643.46094,0
40755.0,42885.594,2130.5938,1
38957.0,39385.758,428.7578,0
35776.0,35836.746,60.746094,0
32352.0,32344.611,7.388672,0
29645.0,29341.094,303.90625,0
27706.0,27834.594,128.59375,0
26564.0,26489.219,74.78125,0
26001.0,25779.201,221.79883,0
26013.0,25930.686,82.31445,0
27291.0,27140.176,150.82422,0
29671.0,29685.992,14.9921875,0
32272.0,32138.496,133.5039,0
34680.0,34661.39,18.609375,0
36844.0,36616.43,227.57031,0
38770.0,38740.344,29.65625,0
40208.0,40227.938,19.9375,0
41183.0,41241.996,58.996094,0
42377.0,41990.19,386.8086,0
42996.0,43098.67,102.671875,0
43368.0,43322.86,45.140625,0
43638.0,43385.01,252.98828,0
43070.0,43193.71,123.71094,0
41673.0,41735.867,62.867188,0
39896.0,40412.207,516.20703,0
39973.0,40001.875,28.875,0
38458.0,39120.18,662.1797,0
35068.0,35250.29,182.28906,0
31792.0,31666.03,125.9707,0
29082.0,28890.94,191.06055,0
27126.0,27296.684,170.6836,0
25916.0,25895.066,20.933594,0
25266.0,25113.082,152.91797,0
25306.0,25143.785,162.21484,0
26766.0,26464.184,301.8164,0
29094.0,29307.555,213.55469,0
32040.0,31449.281,590.71875,0
34399.0,34600.61,201.60938,0
36617.0,36265.95,351.05078,0
38629.0,38447.453,181.54688,0
40293.0,40115.47,177.53125,0
41586.0,41411.29,174.71094,0
42989.0,42545.324,443.67578,0
43729.0,43802.344,73.34375,0
44261.0,44093.188,167.8125,0
44523.0,44334.52,188.48047,0
44100.0,44063.43,36.570312,0
42505.0,42777.094,272.09375,0
40819.0,40967.24,148.23828,0
40995.0,40888.664,106.33594,0
39572.0,40136.766,564.7656,0
36589.0,36367.64,221.35938,0
33435.0,33300.5,134.5,0
30843.0,30526.777,316.22266,0
29055.0,28979.535,75.46484,0
28036.0,27803.896,232.10352,0
27582.0,27250.328,331.67188,0
27746.0,27496.266,249.73438,0
29021.0,28966.99,54.009766,0
31602.0,31414.15,187.84961,0
34095.0,34214.21,119.21094,0
36734.0,36324.492,409.5078,0
38673.0,38672.305,0.6953125,0
40368.0,40430.723,62.722656,0
41184.0,41565.47,381.46875,0
41984.0,41785.258,198.74219,0
43103.0,42509.047,593.9531,0
